Year,District,Area_Hectares,Yield_Kg_Ha,Crop,Avg_Temperature_C,max_temp_C,min_temp_C,Avg_Humidity_Pct,Avg_Rainfall_mm,total_solar_radiation_kWh/m2,total_PAR_MJ/m2,Avg_Wind_Speed_ms,avg_pH_value,fertilizer_in_MT,Production_MT,Planting_Month,Province
2013,Sarlahi,0.0,0.0,Buckwheat,23.78819178,29.81767123,19.04443836,60.38523288,1421.55,6095.67,2727.34,1.655780822,6.6,748.0,0.0,September,Madhesh
2013,Sarlahi,22500.0,2833.0,Wheat,23.78819178,29.81767123,19.04443836,60.38523288,1421.55,6095.67,2727.34,1.655780822,6.6,748.0,63742.5,November,Madhesh
2013,Sarlahi,75.0,1000.0,Barley,23.78819178,29.81767123,19.04443836,60.38523288,1421.55,6095.67,2727.34,1.655780822,6.6,748.0,75.0,November,Madhesh
2013,Sindhuli,14200.0,3300.0,Rice,22.22715068,28.1350411,17.77150685,59.48649315,1249.09,5968.19,2664.6,1.702520548,6.0,12812.0,46860.0,July,Bagmati
2013,Sindhuli,23642.0,2520.0,Maize,22.22715068,28.1350411,17.77150685,59.48649315,1249.09,5968.19,2664.6,1.702520548,6.0,12812.0,59577.84,April,Bagmati
2013,Sindhuli,11618.0,820.0,Millet,22.22715068,28.1350411,17.77150685,59.48649315,1249.09,5968.19,2664.6,1.702520548,6.0,12812.0,9526.76,August,Bagmati
2013,Sindhuli,532.0,511.0,Buckwheat,22.22715068,28.1350411,17.77150685,59.48649315,1249.09,5968.19,2664.6,1.702520548,6.0,12812.0,271.852,September,Bagmati
2013,Sindhuli,5600.0,2518.0,Wheat,22.22715068,28.1350411,17.77150685,59.48649315,1249.09,5968.19,2664.6,1.702520548,6.0,12812.0,14100.8,November,Bagmati
2013,Sindhuli,50.0,1500.0,Barley,22.22715068,28.1350411,17.77150685,59.48649315,1249.09,5968.19,2664.6,1.702520548,6.0,12812.0,75.0,November,Bagmati
2013,Sindhupalchok,12235.0,2325.0,Rice,8.843506849,14.41591781,4.340630137,66.93967123,1205.66,6294.94,2805.83,1.713671233,5.6,7437.0,28446.375,July,Bagmati
2013,Sindhupalchok,24907.0,2166.0,Maize,8.843506849,14.41591781,4.340630137,66.93967123,1205.66,6294.94,2805.83,1.713671233,5.6,7437.0,53948.562,April,Bagmati
2013,Sindhupalchok,19320.0,1100.0,Millet,8.843506849,14.41591781,4.340630137,66.93967123,1205.66,6294.94,2805.83,1.713671233,5.6,7437.0,21252.0,August,Bagmati
2013,Sindhupalchok,0.0,0.0,Buckwheat,8.843506849,14.41591781,4.340630137,66.93967123,1205.66,6294.94,2805.83,1.713671233,5.6,7437.0,0.0,September,Bagmati
2013,Sindhupalchok,7010.0,1122.0,Wheat,8.843506849,14.41591781,4.340630137,66.93967123,1205.66,6294.94,2805.83,1.713671233,5.6,7437.0,7865.22,November,Bagmati
2013,Sindhupalchok,200.0,1000.0,Barley,8.843506849,14.41591781,4.340630137,66.93967123,1205.66,6294.94,2805.83,1.713671233,5.6,7437.0,200.0,November,Bagmati
2013,Siraha,38788.0,2534.0,Rice,24.82953425,31.20764384,19.65583562,59.86153425,1161.89,6044.41,2704.31,1.940876712,6.8,4139.0,98288.792,July,Madhesh
2013,Siraha,2000.0,2000.0,Maize,24.82953425,31.20764384,19.65583562,59.86153425,1161.89,6044.41,2704.31,1.940876712,6.8,4139.0,4000.0,April,Madhesh
2013,Siraha,650.0,885.0,Millet,24.82953425,31.20764384,19.65583562,59.86153425,1161.89,6044.41,2704.31,1.940876712,6.8,4139.0,575.25,August,Madhesh
2013,Siraha,0.0,0.0,Buckwheat,24.82953425,31.20764384,19.65583562,59.86153425,1161.89,6044.41,2704.31,1.940876712,6.8,4139.0,0.0,September,Madhesh
2013,Siraha,14750.0,2193.0,Wheat,24.82953425,31.20764384,19.65583562,59.86153425,1161.89,6044.41,2704.31,1.940876712,6.8,4139.0,32346.75,November,Madhesh
2013,Siraha,0.0,0.0,Barley,24.82953425,31.20764384,19.65583562,59.86153425,1161.89,6044.41,2704.31,1.940876712,6.8,4139.0,0.0,November,Madhesh
2013,Solukhumbu,1620.0,2200.0,Rice,9.333589041,15.06279452,4.903479452,66.35646575,1002.06,5968.19,2664.6,1.805890411,5.8,4536.0,3564.0,July,Koshi
2013,Solukhumbu,12955.0,2510.0,Maize,9.333589041,15.06279452,4.903479452,66.35646575,1002.06,5968.19,2664.6,1.805890411,5.8,4536.0,32517.05,April,Koshi
2013,Solukhumbu,2100.0,1280.0,Millet,9.333589041,15.06279452,4.903479452,66.35646575,1002.06,5968.19,2664.6,1.805890411,5.8,4536.0,2688.0,August,Koshi
2013,Solukhumbu,230.0,652.0,Buckwheat,9.333589041,15.06279452,4.903479452,66.35646575,1002.06,5968.19,2664.6,1.805890411,5.8,4536.0,149.96,September,Koshi
2013,Solukhumbu,1250.0,2040.0,Wheat,9.333589041,15.06279452,4.903479452,66.35646575,1002.06,5968.19,2664.6,1.805890411,5.8,4536.0,2550.0,November,Koshi
2013,Solukhumbu,190.0,1053.0,Barley,9.333589041,15.06279452,4.903479452,66.35646575,1002.06,5968.19,2664.6,1.805890411,5.8,4536.0,200.07,November,Koshi
2013,Sunsari,51550.0,3496.0,Rice,23.96660274,29.75136986,19.40868493,62.59860274,1668.32,5914.5,2650.54,1.672,6.6,11556.0,180218.8,July,Koshi
2013,Sunsari,7800.0,3397.0,Maize,23.96660274,29.75136986,19.40868493,62.59860274,1668.32,5914.5,2650.54,1.672,6.6,11556.0,26496.6,April,Koshi
2013,Sunsari,1200.0,917.0,Millet,23.96660274,29.75136986,19.40868493,62.59860274,1668.32,5914.5,2650.54,1.672,6.6,11556.0,1100.4,August,Koshi
2013,Sunsari,400.0,1000.0,Buckwheat,23.96660274,29.75136986,19.40868493,62.59860274,1668.32,5914.5,2650.54,1.672,6.6,11556.0,400.0,September,Koshi
2013,Sunsari,16300.0,2767.0,Wheat,23.96660274,29.75136986,19.40868493,62.59860274,1668.32,5914.5,2650.54,1.672,6.6,11556.0,45102.1,November,Koshi
2013,Sunsari,0.0,0.0,Barley,23.96660274,29.75136986,19.40868493,62.59860274,1668.32,5914.5,2650.54,1.672,6.6,11556.0,0.0,November,Koshi
2013,Surkhet,14600.0,4063.0,Rice,19.76386301,24.83720548,15.67871233,65.04906849,1835.35,5816.6,2582.43,1.500547945,5.9,194.0,59319.8,July,Karnali
2013,Surkhet,16100.0,2375.0,Maize,19.76386301,24.83720548,15.67871233,65.04906849,1835.35,5816.6,2582.43,1.500547945,5.9,194.0,38237.5,April,Karnali
2013,Surkhet,2095.0,1352.0,Millet,19.76386301,24.83720548,15.67871233,65.04906849,1835.35,5816.6,2582.43,1.500547945,5.9,194.0,2832.44,August,Karnali
2013,Surkhet,0.0,0.0,Buckwheat,19.76386301,24.83720548,15.67871233,65.04906849,1835.35,5816.6,2582.43,1.500547945,5.9,194.0,0.0,September,Karnali
2013,Surkhet,16255.0,2815.0,Wheat,19.76386301,24.83720548,15.67871233,65.04906849,1835.35,5816.6,2582.43,1.500547945,5.9,194.0,45757.825,November,Karnali
2013,Surkhet,1030.0,1320.0,Barley,19.76386301,24.83720548,15.67871233,65.04906849,1835.35,5816.6,2582.43,1.500547945,5.9,194.0,1359.6,November,Karnali
2013,Syangja,18030.0,3531.0,Rice,18.79980822,23.78808219,14.92939726,65.97928767,2074.76,5925.15,2576.65,1.490958904,6.0,6524.0,63663.93,July,Gandaki
2013,Syangja,30905.0,2633.0,Maize,18.79980822,23.78808219,14.92939726,65.97928767,2074.76,5925.15,2576.65,1.490958904,6.0,6524.0,81372.865,April,Gandaki
2013,Syangja,16805.0,1120.0,Millet,18.79980822,23.78808219,14.92939726,65.97928767,2074.76,5925.15,2576.65,1.490958904,6.0,6524.0,18821.6,August,Gandaki
2013,Syangja,230.0,748.0,Buckwheat,18.79980822,23.78808219,14.92939726,65.97928767,2074.76,5925.15,2576.65,1.490958904,6.0,6524.0,172.04,September,Gandaki
2013,Syangja,5798.0,1751.0,Wheat,18.79980822,23.78808219,14.92939726,65.97928767,2074.76,5925.15,2576.65,1.490958904,6.0,6524.0,10152.298,November,Gandaki
2013,Syangja,6.0,833.0,Barley,18.79980822,23.78808219,14.92939726,65.97928767,2074.76,5925.15,2576.65,1.490958904,6.0,6524.0,4.998,November,Gandaki
2013,Tanahu,16415.0,3570.0,Rice,18.79980822,23.78808219,14.92939726,65.97928767,2074.76,6251.42,2888.78,1.490958904,5.6,2049.0,58601.55,July,Gandaki
2013,Tanahu,26045.0,2750.0,Maize,18.79980822,23.78808219,14.92939726,65.97928767,2074.76,6251.42,2888.78,1.490958904,5.6,2049.0,71623.75,April,Gandaki
2013,Tanahu,6350.0,900.0,Millet,18.79980822,23.78808219,14.92939726,65.97928767,2074.76,6251.42,2888.78,1.490958904,5.6,2049.0,5715.0,August,Gandaki
2013,Tanahu,191.0,979.0,Buckwheat,18.79980822,23.78808219,14.92939726,65.97928767,2074.76,6251.42,2888.78,1.490958904,5.6,2049.0,186.989,September,Gandaki
2013,Tanahu,1900.0,1950.0,Wheat,18.79980822,23.78808219,14.92939726,65.97928767,2074.76,6251.42,2888.78,1.490958904,5.6,2049.0,3705.0,November,Gandaki
2013,Tanahu,6.0,1000.0,Barley,18.79980822,23.78808219,14.92939726,65.97928767,2074.76,6251.42,2888.78,1.490958904,5.6,2049.0,6.0,November,Gandaki
2013,Taplejung,6950.0,1994.0,Rice,5.338410959,10.74586301,1.237506849,71.65550685,1236.96,5671.1,2497.26,1.532219178,5.4,1277.0,13858.3,July,Koshi
2013,Taplejung,16075.0,3074.0,Maize,5.338410959,10.74586301,1.237506849,71.65550685,1236.96,5671.1,2497.26,1.532219178,5.4,1277.0,49414.55,April,Koshi
2013,Taplejung,3290.0,1343.0,Millet,5.338410959,10.74586301,1.237506849,71.65550685,1236.96,5671.1,2497.26,1.532219178,5.4,1277.0,4418.47,August,Koshi
2013,Taplejung,120.0,1417.0,Buckwheat,5.338410959,10.74586301,1.237506849,71.65550685,1236.96,5671.1,2497.26,1.532219178,5.4,1277.0,170.04,September,Koshi
2013,Taplejung,925.0,2179.0,Wheat,5.338410959,10.74586301,1.237506849,71.65550685,1236.96,5671.1,2497.26,1.532219178,5.4,1277.0,2015.575,November,Koshi
2013,Taplejung,200.0,1500.0,Barley,5.338410959,10.74586301,1.237506849,71.65550685,1236.96,5671.1,2497.26,1.532219178,5.4,1277.0,300.0,November,Koshi
2013,Terhathum,10180.0,2709.0,Rice,19.908,25.25923288,15.83515068,63.76115068,1547.04,5671.1,2497.26,1.426438356,5.6,611.0,27577.62,July,Unknown
2013,Terhathum,12410.0,2200.0,Maize,19.908,25.25923288,15.83515068,63.76115068,1547.04,5671.1,2497.26,1.426438356,5.6,611.0,27302.0,April,Unknown
2013,Terhathum,2800.0,1179.0,Millet,19.908,25.25923288,15.83515068,63.76115068,1547.04,5671.1,2497.26,1.426438356,5.6,611.0,3301.2,August,Unknown
2013,Terhathum,35.0,857.0,Buckwheat,19.908,25.25923288,15.83515068,63.76115068,1547.04,5671.1,2497.26,1.426438356,5.6,611.0,29.995,September,Unknown
2013,Terhathum,2500.0,2270.0,Wheat,19.908,25.25923288,15.83515068,63.76115068,1547.04,5671.1,2497.26,1.426438356,5.6,611.0,5675.0,November,Unknown
2013,Terhathum,75.0,1067.0,Barley,19.908,25.25923288,15.83515068,63.76115068,1547.04,5671.1,2497.26,1.426438356,5.6,611.0,80.025,November,Unknown
2013,Udayapur,15250.0,3466.0,Rice,18.54356164,23.79931507,14.71336986,64.82063014,1806.9,5914.5,2650.54,1.228465753,5.4,1273.0,52856.5,July,Koshi
2013,Udayapur,9500.0,2474.0,Maize,18.54356164,23.79931507,14.71336986,64.82063014,1806.9,5914.5,2650.54,1.228465753,5.4,1273.0,23503.0,April,Koshi
2013,Udayapur,2580.0,1938.0,Millet,18.54356164,23.79931507,14.71336986,64.82063014,1806.9,5914.5,2650.54,1.228465753,5.4,1273.0,5000.04,August,Koshi
2013,Udayapur,20.0,1000.0,Buckwheat,18.54356164,23.79931507,14.71336986,64.82063014,1806.9,5914.5,2650.54,1.228465753,5.4,1273.0,20.0,September,Koshi
2013,Udayapur,5120.0,3091.0,Wheat,18.54356164,23.79931507,14.71336986,64.82063014,1806.9,5914.5,2650.54,1.228465753,5.4,1273.0,15825.92,November,Koshi
2013,Udayapur,35.0,1000.0,Barley,18.54356164,23.79931507,14.71336986,64.82063014,1806.9,5914.5,2650.54,1.228465753,5.4,1273.0,35.0,November,Koshi
2014,Achham,16500.0,2109.0,Rice,12.45279452,17.9750137,7.902328767,66.96394521,1070.46,6413.25,2782.67,1.554575342,6.1,76.0,34798.5,July,Sudurpashchim
2014,Achham,3652.0,2783.0,Maize,12.45279452,17.9750137,7.902328767,66.96394521,1070.46,6413.25,2782.67,1.554575342,6.1,76.0,10163.516,April,Sudurpashchim
2014,Achham,3420.0,1038.0,Millet,12.45279452,17.9750137,7.902328767,66.96394521,1070.46,6413.25,2782.67,1.554575342,6.1,76.0,3549.96,August,Sudurpashchim
2014,Achham,0.0,0.0,Buckwheat,12.45279452,17.9750137,7.902328767,66.96394521,1070.46,6413.25,2782.67,1.554575342,6.1,76.0,0.0,September,Sudurpashchim
2014,Achham,15210.0,1479.0,Wheat,12.45279452,17.9750137,7.902328767,66.96394521,1070.46,6413.25,2782.67,1.554575342,6.1,76.0,22495.59,November,Sudurpashchim
2014,Achham,500.0,1320.0,Barley,12.45279452,17.9750137,7.902328767,66.96394521,1070.46,6413.25,2782.67,1.554575342,6.1,76.0,660.0,November,Sudurpashchim
2014,Arghakhanchi,8189.0,3100.0,Rice,19.90926027,25.24227397,15.81109589,58.72786301,1776.86,6459.57,2990.77,1.702164384,5.9,612.0,25385.9,July,Lumbini
2014,Arghakhanchi,16500.0,3000.0,Maize,19.90926027,25.24227397,15.81109589,58.72786301,1776.86,6459.57,2990.77,1.702164384,5.9,612.0,49500.0,April,Lumbini
2014,Arghakhanchi,505.0,1299.0,Millet,19.90926027,25.24227397,15.81109589,58.72786301,1776.86,6459.57,2990.77,1.702164384,5.9,612.0,655.995,August,Lumbini
2014,Arghakhanchi,275.0,873.0,Buckwheat,19.90926027,25.24227397,15.81109589,58.72786301,1776.86,6459.57,2990.77,1.702164384,5.9,612.0,240.075,September,Lumbini
2014,Arghakhanchi,7340.0,2180.0,Wheat,19.90926027,25.24227397,15.81109589,58.72786301,1776.86,6459.57,2990.77,1.702164384,5.9,612.0,16001.2,November,Lumbini
2014,Arghakhanchi,350.0,1200.0,Barley,19.90926027,25.24227397,15.81109589,58.72786301,1776.86,6459.57,2990.77,1.702164384,5.9,612.0,420.0,November,Lumbini
2014,Baglung,5782.0,3064.0,Rice,19.246,24.31819178,15.2229863,62.63756164,2051.05,6221.05,2694.46,1.488520548,5.7,439.0,17716.048,July,Gandaki
2014,Baglung,19942.0,2949.0,Maize,19.246,24.31819178,15.2229863,62.63756164,2051.05,6221.05,2694.46,1.488520548,5.7,439.0,58808.958,April,Gandaki
2014,Baglung,18559.0,1174.0,Millet,19.246,24.31819178,15.2229863,62.63756164,2051.05,6221.05,2694.46,1.488520548,5.7,439.0,21788.266,August,Gandaki
2014,Baglung,84.0,1440.0,Buckwheat,19.246,24.31819178,15.2229863,62.63756164,2051.05,6221.05,2694.46,1.488520548,5.7,439.0,120.96,September,Gandaki
2014,Baglung,6996.0,2426.0,Wheat,19.246,24.31819178,15.2229863,62.63756164,2051.05,6221.05,2694.46,1.488520548,5.7,439.0,16972.296,November,Gandaki
2014,Baglung,965.0,1250.0,Barley,19.246,24.31819178,15.2229863,62.63756164,2051.05,6221.05,2694.46,1.488520548,5.7,439.0,1206.25,November,Gandaki
2014,Baitadi,7000.0,2240.0,Rice,11.13424658,16.98210959,6.185041096,64.68284932,744.78,6670.25,2937.41,1.662410959,6.0,109.0,15680.0,July,Sudurpashchim
2014,Baitadi,14500.0,1615.0,Maize,11.13424658,16.98210959,6.185041096,64.68284932,744.78,6670.25,2937.41,1.662410959,6.0,109.0,23417.5,April,Sudurpashchim
2014,Baitadi,710.0,1563.0,Millet,11.13424658,16.98210959,6.185041096,64.68284932,744.78,6670.25,2937.41,1.662410959,6.0,109.0,1109.73,August,Sudurpashchim
2014,Baitadi,0.0,0.0,Buckwheat,11.13424658,16.98210959,6.185041096,64.68284932,744.78,6670.25,2937.41,1.662410959,6.0,109.0,0.0,September,Sudurpashchim
2014,Baitadi,15000.0,2186.0,Wheat,11.13424658,16.98210959,6.185041096,64.68284932,744.78,6670.25,2937.41,1.662410959,6.0,109.0,32790.0,November,Sudurpashchim
2014,Baitadi,1000.0,1650.0,Barley,11.13424658,16.98210959,6.185041096,64.68284932,744.78,6670.25,2937.41,1.662410959,6.0,109.0,1650.0,November,Sudurpashchim
2014,Bajhang,7006.0,3250.0,Rice,11.13424658,16.98210959,6.185041096,64.68284932,744.78,6413.25,2782.67,1.662410959,5.6,147.0,22769.5,July,Sudurpashchim
2014,Bajhang,3652.0,1060.0,Maize,11.13424658,16.98210959,6.185041096,64.68284932,744.78,6413.25,2782.67,1.662410959,5.6,147.0,3871.12,April,Sudurpashchim
2014,Bajhang,2286.0,1006.0,Millet,11.13424658,16.98210959,6.185041096,64.68284932,744.78,6413.25,2782.67,1.662410959,5.6,147.0,2299.716,August,Sudurpashchim
2014,Bajhang,7.0,1000.0,Buckwheat,11.13424658,16.98210959,6.185041096,64.68284932,744.78,6413.25,2782.67,1.662410959,5.6,147.0,7.0,September,Sudurpashchim
2014,Bajhang,9950.0,2362.0,Wheat,11.13424658,16.98210959,6.185041096,64.68284932,744.78,6413.25,2782.67,1.662410959,5.6,147.0,23501.9,November,Sudurpashchim
2014,Bajhang,3500.0,1000.0,Barley,11.13424658,16.98210959,6.185041096,64.68284932,744.78,6413.25,2782.67,1.662410959,5.6,147.0,3500.0,November,Sudurpashchim
2014,Bajura,3310.0,2415.0,Rice,8.875863014,15.01065753,3.828630137,67.09808219,779.21,6413.25,2782.67,1.652958904,6.0,154.0,7993.65,July,Sudurpashchim
2014,Bajura,790.0,2339.0,Maize,8.875863014,15.01065753,3.828630137,67.09808219,779.21,6413.25,2782.67,1.652958904,6.0,154.0,1847.81,April,Sudurpashchim
2014,Bajura,2610.0,2662.0,Millet,8.875863014,15.01065753,3.828630137,67.09808219,779.21,6413.25,2782.67,1.652958904,6.0,154.0,6947.82,August,Sudurpashchim
2014,Bajura,7.0,1714.0,Buckwheat,8.875863014,15.01065753,3.828630137,67.09808219,779.21,6413.25,2782.67,1.652958904,6.0,154.0,11.998,September,Sudurpashchim
2014,Bajura,4750.0,1522.0,Wheat,8.875863014,15.01065753,3.828630137,67.09808219,779.21,6413.25,2782.67,1.652958904,6.0,154.0,7229.5,November,Sudurpashchim
2014,Bajura,1010.0,1089.0,Barley,8.875863014,15.01065753,3.828630137,67.09808219,779.21,6413.25,2782.67,1.652958904,6.0,154.0,1099.89,November,Sudurpashchim
2014,Banke,32500.0,3150.0,Rice,20.24405479,25.73128767,15.81838356,57.99586301,1254.39,6158.82,2724.73,1.564,6.4,5913.0,102375.0,July,Lumbini
2014,Banke,8990.0,2150.0,Maize,20.24405479,25.73128767,15.81838356,57.99586301,1254.39,6158.82,2724.73,1.564,6.4,5913.0,19328.5,April,Lumbini
2014,Banke,0.0,0.0,Millet,20.24405479,25.73128767,15.81838356,57.99586301,1254.39,6158.82,2724.73,1.564,6.4,5913.0,0.0,August,Lumbini
2014,Banke,0.0,0.0,Buckwheat,20.24405479,25.73128767,15.81838356,57.99586301,1254.39,6158.82,2724.73,1.564,6.4,5913.0,0.0,September,Lumbini
2014,Banke,19030.0,3022.0,Wheat,20.24405479,25.73128767,15.81838356,57.99586301,1254.39,6158.82,2724.73,1.564,6.4,5913.0,57508.66,November,Lumbini
2014,Banke,10.0,1000.0,Barley,20.24405479,25.73128767,15.81838356,57.99586301,1254.39,6158.82,2724.73,1.564,6.4,5913.0,10.0,November,Lumbini
2014,Bara,60446.0,2596.0,Rice,24.81731507,30.9299726,19.85830137,59.4869589,1357.57,6408.59,2958.53,1.605616438,6.7,7732.0,156917.816,July,Madhesh
2014,Bara,4750.0,2842.0,Maize,24.81731507,30.9299726,19.85830137,59.4869589,1357.57,6408.59,2958.53,1.605616438,6.7,7732.0,13499.5,April,Madhesh
2014,Bara,79.0,1304.0,Millet,24.81731507,30.9299726,19.85830137,59.4869589,1357.57,6408.59,2958.53,1.605616438,6.7,7732.0,103.016,August,Madhesh
2014,Bara,29150.0,3093.0,Buckwheat,24.81731507,30.9299726,19.85830137,59.4869589,1357.57,6408.59,2958.53,1.605616438,6.7,7732.0,90160.95,September,Madhesh
2014,Bara,0.0,0.0,Wheat,24.81731507,30.9299726,19.85830137,59.4869589,1357.57,6408.59,2958.53,1.605616438,6.7,7732.0,0.0,November,Madhesh
2014,Bara,80.0,1250.0,Barley,24.81731507,30.9299726,19.85830137,59.4869589,1357.57,6408.59,2958.53,1.605616438,6.7,7732.0,100.0,November,Madhesh
2014,Bardiya,48500.0,4227.0,Rice,24.99920548,31.2150411,19.83643836,52.68572603,1177.88,6158.82,2724.73,1.747671233,6.8,7655.0,205009.5,July,Unknown
2014,Bardiya,1200.0,7500.0,Maize,24.99920548,31.2150411,19.83643836,52.68572603,1177.88,6158.82,2724.73,1.747671233,6.8,7655.0,9000.0,April,Unknown
2014,Bardiya,0.0,0.0,Millet,24.99920548,31.2150411,19.83643836,52.68572603,1177.88,6158.82,2724.73,1.747671233,6.8,7655.0,0.0,August,Unknown
2014,Bardiya,0.0,0.0,Buckwheat,24.99920548,31.2150411,19.83643836,52.68572603,1177.88,6158.82,2724.73,1.747671233,6.8,7655.0,0.0,September,Unknown
2014,Bardiya,19400.0,3892.0,Wheat,24.99920548,31.2150411,19.83643836,52.68572603,1177.88,6158.82,2724.73,1.747671233,6.8,7655.0,75504.8,November,Unknown
2014,Bardiya,10.0,1000.0,Barley,24.99920548,31.2150411,19.83643836,52.68572603,1177.88,6158.82,2724.73,1.747671233,6.8,7655.0,10.0,November,Unknown
2014,Bhaktapur,4348.0,6100.0,Rice,19.01671233,24.09531507,15.18460274,62.62405479,1331.64,6430.92,2861.66,1.462547945,5.8,2771.0,26522.8,July,Bagmati
2014,Bhaktapur,1965.0,4107.0,Maize,19.01671233,24.09531507,15.18460274,62.62405479,1331.64,6430.92,2861.66,1.462547945,5.8,2771.0,8070.255,April,Bagmati
2014,Bhaktapur,110.0,1418.0,Millet,19.01671233,24.09531507,15.18460274,62.62405479,1331.64,6430.92,2861.66,1.462547945,5.8,2771.0,155.98,August,Bagmati
2014,Bhaktapur,0.0,0.0,Buckwheat,19.01671233,24.09531507,15.18460274,62.62405479,1331.64,6430.92,2861.66,1.462547945,5.8,2771.0,0.0,September,Bagmati
2014,Bhaktapur,3100.0,3613.0,Wheat,19.01671233,24.09531507,15.18460274,62.62405479,1331.64,6430.92,2861.66,1.462547945,5.8,2771.0,11200.3,November,Bagmati
2014,Bhaktapur,45.0,1111.0,Barley,19.01671233,24.09531507,15.18460274,62.62405479,1331.64,6430.92,2861.66,1.462547945,5.8,2771.0,49.995,November,Bagmati
2014,Bhojpur,16093.0,2230.0,Rice,5.506383562,10.65917808,1.660273973,73.8670411,948.03,5725.89,2516.93,1.598876712,5.4,15732.0,35887.39,July,Koshi
2014,Bhojpur,36360.0,2303.0,Maize,5.506383562,10.65917808,1.660273973,73.8670411,948.03,5725.89,2516.93,1.598876712,5.4,15732.0,83737.08,April,Koshi
2014,Bhojpur,5505.0,800.0,Millet,5.506383562,10.65917808,1.660273973,73.8670411,948.03,5725.89,2516.93,1.598876712,5.4,15732.0,4404.0,August,Koshi
2014,Bhojpur,35.0,714.0,Buckwheat,5.506383562,10.65917808,1.660273973,73.8670411,948.03,5725.89,2516.93,1.598876712,5.4,15732.0,24.99,September,Koshi
2014,Bhojpur,2500.0,1920.0,Wheat,5.506383562,10.65917808,1.660273973,73.8670411,948.03,5725.89,2516.93,1.598876712,5.4,15732.0,4800.0,November,Koshi
2014,Bhojpur,10.0,1000.0,Barley,5.506383562,10.65917808,1.660273973,73.8670411,948.03,5725.89,2516.93,1.598876712,5.4,15732.0,10.0,November,Koshi
2014,Chitwan,29400.0,3520.0,Rice,24.14879452,29.90386301,19.44279452,59.81060274,1550.68,6408.59,2958.53,1.358109589,6.1,615.0,103488.0,July,Bagmati
2014,Chitwan,9200.0,2902.0,Maize,24.14879452,29.90386301,19.44279452,59.81060274,1550.68,6408.59,2958.53,1.358109589,6.1,615.0,26698.4,April,Bagmati
2014,Chitwan,1550.0,1000.0,Millet,24.14879452,29.90386301,19.44279452,59.81060274,1550.68,6408.59,2958.53,1.358109589,6.1,615.0,1550.0,August,Bagmati
2014,Chitwan,0.0,0.0,Buckwheat,24.14879452,29.90386301,19.44279452,59.81060274,1550.68,6408.59,2958.53,1.358109589,6.1,615.0,0.0,September,Bagmati
2014,Chitwan,8500.0,3588.0,Wheat,24.14879452,29.90386301,19.44279452,59.81060274,1550.68,6408.59,2958.53,1.358109589,6.1,615.0,30498.0,November,Bagmati
2014,Chitwan,30.0,1500.0,Barley,24.14879452,29.90386301,19.44279452,59.81060274,1550.68,6408.59,2958.53,1.358109589,6.1,615.0,45.0,November,Bagmati
2014,Dadeldhura,5221.0,3639.0,Rice,16.07013699,21.9080274,11.21652055,58.38673973,917.69,6670.25,2937.41,1.496136986,5.9,10437.0,18999.219,July,Sudurpashchim
2014,Dadeldhura,3744.0,2910.0,Maize,16.07013699,21.9080274,11.21652055,58.38673973,917.69,6670.25,2937.41,1.496136986,5.9,10437.0,10895.04,April,Sudurpashchim
2014,Dadeldhura,305.0,1016.0,Millet,16.07013699,21.9080274,11.21652055,58.38673973,917.69,6670.25,2937.41,1.496136986,5.9,10437.0,309.88,August,Sudurpashchim
2014,Dadeldhura,0.0,0.0,Buckwheat,16.07013699,21.9080274,11.21652055,58.38673973,917.69,6670.25,2937.41,1.496136986,5.9,10437.0,0.0,September,Sudurpashchim
2014,Dadeldhura,8705.0,2125.0,Wheat,16.07013699,21.9080274,11.21652055,58.38673973,917.69,6670.25,2937.41,1.496136986,5.9,10437.0,18498.125,November,Sudurpashchim
2014,Dadeldhura,190.0,1316.0,Barley,16.07013699,21.9080274,11.21652055,58.38673973,917.69,6670.25,2937.41,1.496136986,5.9,10437.0,250.04,November,Sudurpashchim
2014,Dailekh,8307.0,3149.0,Rice,12.45279452,17.9750137,7.902328767,66.96394521,1070.46,6158.82,2724.73,1.554575342,5.9,18.0,26158.743,July,Karnali
2014,Dailekh,20150.0,1950.0,Maize,12.45279452,17.9750137,7.902328767,66.96394521,1070.46,6158.82,2724.73,1.554575342,5.9,18.0,39292.5,April,Karnali
2014,Dailekh,2425.0,1091.0,Millet,12.45279452,17.9750137,7.902328767,66.96394521,1070.46,6158.82,2724.73,1.554575342,5.9,18.0,2645.675,August,Karnali
2014,Dailekh,27.0,741.0,Buckwheat,12.45279452,17.9750137,7.902328767,66.96394521,1070.46,6158.82,2724.73,1.554575342,5.9,18.0,20.007,September,Karnali
2014,Dailekh,20150.0,1945.0,Wheat,12.45279452,17.9750137,7.902328767,66.96394521,1070.46,6158.82,2724.73,1.554575342,5.9,18.0,39191.75,November,Karnali
2014,Dailekh,200.0,1250.0,Barley,12.45279452,17.9750137,7.902328767,66.96394521,1070.46,6158.82,2724.73,1.554575342,5.9,18.0,250.0,November,Karnali
2014,Dang,36508.0,4300.0,Rice,22.04649315,27.77824658,17.46468493,56.46156164,1375.28,6475.36,2808.84,1.880383562,5.8,24.0,156984.4,July,Lumbini
2014,Dang,23200.0,1990.0,Maize,22.04649315,27.77824658,17.46468493,56.46156164,1375.28,6475.36,2808.84,1.880383562,5.8,24.0,46168.0,April,Lumbini
